Filename,ContaminationFraction,NumLearners,NumObservationsPerLearner,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44
CastMetal1,0,100,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0.05,100,auto,0,0.8568090268363157,0.9279611977117687,0.9279611977117687,0.8568090268363157,0.8893213585697675,0.8568090268363157,1.0,0.9279611977117687,0.9279611977117687,0.8568090268363157,0.9279611977117687,0.9279611977117687,0.8166742667667959,0.9279611977117687,0.8568090268363157,0.8568090268363157,0.8568090268363157,0.8568090268363157,0.9279611977117687,0.8893213585697675,0.8568090268363157,0.9279611977117687,1.0,1.0,0.8568090268363157,0.8166742667667959,0.8568090268363157,0.9279611977117687,0.8568090268363157,0.8568090268363157,0.8166742667667959,0.8568090268363157,0.8568090268363157,0.9279611977117687,0.9279611977117687,0.8166742667667959,0.8893213585697675,0.8893213585697675,0.8893213585697675,0.8568090268363157,0.8568090268363157,0.8568090268363157,0.9279611977117687,0.9279611977117687,1.0
CastMetal1,0.1,100,auto,0,0.9185989369610881,0.9381104925804477,0.9185989369610881,0.959047452805501,0.8786544524667614,0.9185989369610881,0.8786544524667614,0.8786544524667614,0.9185989369610881,0.9381104925804477,0.959047452805501,0.959047452805501,0.9185989369610881,0.9185989369610881,0.8786544524667614,0.9185989369610881,0.9185989369610881,0.9381104925804477,0.9792428195280102,0.9381104925804477,0.9792428195280102,0.9381104925804477,0.9381104925804477,0.9792428195280102,0.959047452805501,0.8786544524667614,0.9185989369610881,0.8786544524667614,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.959047452805501,0.9185989369610881,0.9185989369610881,0.959047452805501,0.959047452805501,0.8786544524667614,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.959047452805501,0.959047452805501,0.8786544524667614,0.959047452805501,0.9185989369610881
CastMetal1,0.15,100,auto,0,0.8741699303257193,0.8436985419798315,0.9362960619047137,0.8436985419798315,0.9050357703006799,0.9362960619047137,0.8741699303257193,0.8436985419798315,0.8136216052630167,0.9362960619047137,0.9362960619047137,0.9050357703006799,0.8741699303257193,0.9050357703006799,0.8136216052630167,0.8741699303257193,0.8436985419798315,0.9050357703006799,0.9362960619047137,0.9050357703006799,0.8741699303257193,0.8436985419798315,0.8741699303257193,0.9050357703006799,0.9050357703006799,0.9050357703006799,0.9362960619047137,0.8436985419798315,0.9050357703006799,0.8436985419798315,0.9050357703006799,0.8436985419798315,0.8741699303257193,0.8741699303257193,0.9050357703006799,0.9050357703006799,0.9050357703006799,0.8436985419798315,0.8741699303257193,0.8741699303257193,0.8436985419798315,0.8136216052630167,0.8436985419798315,0.8741699303257193,0.9050357703006799
CastMetal1,0.2,100,auto,0,0.8898937798004009,0.8495638168339947,0.8109383005820363,0.7600271172609051,0.9169025940029671,0.903056084496015,0.7853101286390262,0.8369116330899354,0.9442565687704224,0.8761368365301764,0.8632301261627237,0.7853101286390262,0.9169025940029671,0.8495638168339947,0.8369116330899354,0.8369116330899354,0.9169025940029671,0.8233370254074702,0.7467340207458393,0.903056084496015,0.8097528509942347,0.8233370254074702,0.8233370254074702,0.8761368365301764,0.8109383005820363,0.8369116330899354,0.7719221273633925,0.7853101286390262,0.7600271172609051,0.8109383005820363,0.7600271172609051,0.7218921423979432,0.7853101286390262,0.7600271172609051,0.7600271172609051,0.8761368365301764,0.8369116330899354,0.8632301261627237,0.9442565687704224,0.8233370254074702,0.8233370254074702,0.903056084496015,0.8632301261627237,0.8109383005820363,0.8369116330899354
CastMetal1,0.25,100,auto,0,0.8249686488786669,0.8609329840385584,0.873379876071514,0.8980648087490548,0.8729676805982882,0.9230692874806737,0.873379876071514,0.8490144894480514,0.948393312266371,0.83668827412123,0.7778356059021327,0.8490144894480514,0.8243988569027442,0.8012423543633608,0.8249686488786669,0.7547484034949828,0.8249686488786669,0.8127636263810282,0.8127636263810282,0.8121378021947762,0.83668827412123,0.83668827412123,0.83668827412123,0.83668827412123,0.873379876071514,0.8729676805982882,0.873379876071514,0.8490144894480514,0.8012423543633608,0.9230692874806737,0.8485229756030062,0.8490144894480514,0.873379876071514,0.8249686488786669,0.8980648087490548,0.8977329718885904,0.8729676805982882,0.8005953244975023,0.9228188494739127,0.8490144894480514,0.8249686488786669,0.9230692874806737,0.8490144894480514,0.873379876071514,0.8249686488786669
CastMetal1,LOF,100,auto,0,0.9137985304857191,0.9137985304857191,0.828658002134691,0.828658002134691,0.828658002134691,0.9137985304857191,0.828658002134691,0.828658002134691,0.828658002134691,0.9191893175922131,0.8393732281986759,0.8393732281986759,0.8393732281986759,0.8393732281986759,0.8393732281986759,0.8393732281986759,0.8393732281986759,0.7605517318193884,0.8393732281986759,0.7605517318193884,0.8393732281986759,0.7605517318193884,0.7605517318193884,0.7605517318193884,0.9191893175922131,1.0,0.8393732281986759,0.9191893175922131,0.9191893175922131,0.9191893175922131,0.9191893175922131,0.8393732281986759,0.9191893175922131,0.9191893175922131,0.9191893175922131,0.8393732281986759,0.9191893175922131,0.9191893175922131,0.9191893175922131,0.9191893175922131,0.9191893175922131,0.8393732281986759,1.0,0.9191893175922131,0.9191893175922131
CastMetal1,IF,100,auto,0,0.8786544524667614,0.9185989369610881,0.8786544524667614,0.8786544524667614,0.8786544524667614,0.8786544524667614,0.9185989369610881,0.9185989369610881,0.8786544524667614,0.959047452805501,0.959047452805501,0.959047452805501,0.959047452805501,0.959047452805501,0.9185989369610881,0.9185989369610881,0.959047452805501,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.959047452805501,0.959047452805501,1.0,0.959047452805501,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.959047452805501,0.959047452805501,0.959047452805501,0.9185989369610881,0.9185989369610881,0.959047452805501,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.959047452805501
CastMetal1,0,1,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,2,auto,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
