Filename,ContaminationFraction,KernelScale,Lambda,NumExpansionDimensions,StandardizeData,BetaTolerance,GradientTolerance,IterationLimit,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44
CastMetal1,0,1,auto,auto,0,0.0001,0.0001,1000,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0.05,1,auto,auto,0,0.0001,0.0001,1000,8,-0.046225067078313205,0.012514264018244636,0.012514264018244636,-0.046225067078313205,0.0721402265275807,0.012514264018244636,0.012514264018244636,0.012514264018244636,-0.046225067078313205,0.0721402265275807,0.0721402265275807,0.012514264018244636,-0.046225067078313205,-0.046225067078313205,-0.046225067078313205,0.0721402265275807,0.012514264018244636,0.012514264018244636,0.012514264018244636,-0.046225067078313205,0.0721402265275807,-0.046225067078313205,-0.046225067078313205,0.0721402265275807,0.012514264018244636,-0.046225067078313205,0.0721402265275807,-0.046225067078313205,0.0721402265275807,0.012514264018244636,-0.046225067078313205,-0.046225067078313205,-0.046225067078313205,-0.046225067078313205,-0.046225067078313205,-0.046225067078313205,0.012514264018244636,-0.046225067078313205,0.012514264018244636,-0.046225067078313205,-0.046225067078313205,-0.046225067078313205,0.012514264018244636,-0.046225067078313205,-0.046225067078313205
CastMetal1,0.1,1,auto,auto,0,0.0001,0.0001,1000,8,0.017012859494502257,-0.0853055045729845,-0.0351543852394134,-0.0351543852394134,-0.0351543852394134,0.017012859494502257,-0.06048196058124202,0.07119622962876249,0.017012859494502257,-0.0351543852394134,-0.009322778547498642,0.043852528886589304,-0.06048196058124202,-0.0351543852394134,-0.009322778547498642,-0.0853055045729845,-0.009322778547498642,0.017012859494502257,0.017012859494502257,0.07119622962876249,-0.0351543852394134,0.017012859494502257,-0.009322778547498642,-0.0351543852394134,-0.0351543852394134,0.017012859494502257,0.017012859494502257,0.017012859494502257,0.017012859494502257,0.043852528886589304,0.017012859494502257,-0.0351543852394134,-0.0351543852394134,0.017012859494502257,0.017012859494502257,-0.0351543852394134,-0.009322778547498642,0.017012859494502257,-0.0351543852394134,-0.0351543852394134,0.017012859494502257,0.017012859494502257,-0.009322778547498642,0.017012859494502257,-0.009322778547498642
CastMetal1,0.15,1,auto,auto,0,0.0001,0.0001,1000,8,-0.03701333283286526,0.04237005751807203,-0.006443331579709284,0.009433346490478174,0.009433346490478174,-0.006443331579709284,-0.006443331579709284,-0.03701333283286526,-0.006443331579709284,0.02570447618973861,-0.03701333283286526,0.05943009047547843,0.02570447618973861,0.04237005751807203,-0.051706656015833775,-0.051706656015833775,0.009433346490478174,-0.051706656015833775,-0.06600552756972931,-0.03701333283286526,0.009433346490478174,0.009433346490478174,-0.006443331579709284,0.05943009047547843,-0.02192555802082376,0.009433346490478174,0.04237005751807203,0.02570447618973861,0.009433346490478174,0.009433346490478174,0.02570447618973861,0.04237005751807203,-0.02192555802082376,-0.006443331579709284,-0.03701333283286526,-0.03701333283286526,-0.03701333283286526,-0.006443331579709284,0.04237005751807203,-0.051706656015833775,0.09473351127751017,-0.051706656015833775,-0.051706656015833775,0.04237005751807203,0.02570447618973861
CastMetal1,0.2,1,auto,auto,0,0.0001,0.0001,1000,8,-0.010716424136288722,-0.03893330031596655,-0.047648604579414444,0.03173832534506141,0.03173832534506141,0.03173832534506141,-0.029872835487629635,0.020606897127390337,0.020606897127390337,0.020606897127390337,0.03173832534506141,-0.0006204776132847284,-0.029872835487629635,-0.029872835487629635,0.05503666347507062,-0.010716424136288722,0.009820629474608291,-0.0006204776132847284,-0.047648604579414444,-0.047648604579414444,0.020606897127390337,-0.0006204776132847284,0.009820629474608291,0.020606897127390337,-0.02046721009440369,0.009820629474608291,-0.010716424136288722,0.05503666347507062,-0.0006204776132847284,-0.0006204776132847284,-0.02046721009440369,-0.02046721009440369,-0.010716424136288722,-0.029872835487629635,-0.029872835487629635,-0.06404373141164316,-0.02046721009440369,-0.02046721009440369,-0.047648604579414444,0.020606897127390337,-0.010716424136288722,-0.029872835487629635,-0.029872835487629635,-0.010716424136288722,-0.010716424136288722
CastMetal1,0.25,1,auto,auto,0,0.0001,0.0001,1000,8,0.0010191484380328868,-0.033012506321295224,-0.005451659157050627,0.007809502087194598,-0.005451659157050627,-0.04180002280844567,0.022348847547752616,0.022348847547752616,0.07363598922730342,0.007809502087194598,-0.022946805617831977,-0.011602920698055942,0.007809502087194598,-0.011602920698055942,-0.022946805617831977,0.0010191484380328868,0.0010191484380328868,-0.037566037591909546,0.007809502087194598,-0.033012506321295224,0.038166377224623425,-0.033012506321295224,-0.011602920698055942,0.0010191484380328868,-0.04930935507928333,0.04655446114417613,-0.005451659157050627,0.014919401790434508,0.0010191484380328868,-0.011602920698055942,0.014919401790434508,-0.028139428996602697,0.014919401790434508,-0.01743463618498306,0.007809502087194598,0.022348847547752616,-0.028139428996602697,-0.022946805617831977,0.007809502087194598,-0.022946805617831977,-0.022946805617831977,0.014919401790434508,0.014919401790434508,0.0010191484380328868,-0.005451659157050627
CastMetal1,LOF,1,auto,auto,0,0.0001,0.0001,1000,8,0.027039383810245888,0.027039383810245888,-0.0408415894122951,-0.0408415894122951,-0.0408415894122951,-0.0408415894122951,0.027039383810245888,-0.0408415894122951,-0.0408415894122951,0.027039383810245888,0.027039383810245888,-0.0408415894122951,0.027039383810245888,-0.0408415894122951,0.027039383810245888,-0.0408415894122951,-0.0408415894122951,-0.0408415894122951,-0.0408415894122951,0.027039383810245888,0.027039383810245888,0.1657851092980769,0.027039383810245888,-0.0408415894122951,-0.0408415894122951,0.027039383810245888,-0.0408415894122951,0.027039383810245888,-0.0408415894122951,0.09591495004703655,-0.0408415894122951,0.027039383810245888,-0.0408415894122951,-0.0408415894122951,0.027039383810245888,0.027039383810245888,0.027039383810245888,-0.0408415894122951,0.027039383810245888,0.027039383810245888,-0.0408415894122951,-0.0408415894122951,-0.0408415894122951,-0.0408415894122951,0.027039383810245888
CastMetal1,IF,1,auto,auto,0,0.0001,0.0001,1000,8,-0.06048196058124202,0.017012859494502257,0.017012859494502257,-0.0351543852394134,0.017012859494502257,-0.009322778547498642,-0.009322778547498642,-0.0351543852394134,-0.009322778547498642,-0.009322778547498642,0.07119622962876249,0.043852528886589304,-0.0351543852394134,-0.009322778547498642,-0.009322778547498642,-0.009322778547498642,-0.06048196058124202,-0.0351543852394134,-0.0351543852394134,0.017012859494502257,0.017012859494502257,-0.06048196058124202,-0.0351543852394134,-0.0351543852394134,-0.009322778547498642,-0.06048196058124202,-0.009322778547498642,-0.0351543852394134,0.017012859494502257,-0.009322778547498642,0.017012859494502257,0.017012859494502257,-0.009322778547498642,-0.06048196058124202,0.043852528886589304,-0.009322778547498642,-0.009322778547498642,-0.0351543852394134,0.09904396172102181,-0.009322778547498642,0.043852528886589304,-0.0351543852394134,-0.0351543852394134,0.07119622962876249,0.017012859494502257
CastMetal1,0,auto,auto,auto,0,0.0001,0.0001,1000,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,0,0.01,auto,auto,0,0.0001,0.0001,1000,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
