Filename,store_precision,assume_centered,support_fraction,contamination,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44
CastMetal1,True,False,None,0.1,0,1.0,0.8786544524667613,0.8786544524667613,0.8002775775283664,0.8002775775283664,1.0,0.959047452805501,0.959047452805501,0.8002775775283664,0.8786544524667613,0.8786544524667613,0.8002775775283664,0.8002775775283664,1.0,0.959047452805501,0.959047452805501,0.8002775775283664,0.761845187084298,0.7239168279903159,0.7239168279903159,0.8786544524667613,0.8786544524667613,0.9185989369610881,0.8002775775283664,0.8392139993225208,0.8786544524667613,0.8786544524667613,0.8786544524667613,0.8392139993225208,0.8392139993225208,0.959047452805501,0.8002775775283664,0.8392139993225208,0.8002775775283664,0.9185989369610881,0.8002775775283664,0.8392139993225208,0.8002775775283664,0.9185989369610881,0.959047452805501,0.959047452805501,0.8002775775283664,0.959047452805501,0.8392139993225208,0.8002775775283664
CastMetal1,False,False,None,0.1,0,0.8392139993225208,0.8392139993225208,0.8786544524667613,0.8786544524667613,0.9185989369610881,0.8392139993225208,0.8002775775283664,0.8392139993225208,0.8392139993225208,0.9185989369610881,0.761845187084298,0.8002775775283664,0.8392139993225208,0.8392139993225208,0.9185989369610881,0.8786544524667613,0.8786544524667613,0.761845187084298,0.8002775775283664,0.8392139993225208,0.9185989369610881,0.959047452805501,0.959047452805501,0.8392139993225208,0.9185989369610881,0.9185989369610881,0.761845187084298,0.7239168279903159,0.761845187084298,0.8002775775283664,0.959047452805501,0.8392139993225208,0.761845187084298,0.8002775775283664,0.8392139993225208,0.8392139993225208,0.8002775775283664,0.8392139993225208,0.8786544524667613,0.9185989369610881,0.959047452805501,0.761845187084298,0.959047452805501,0.8392139993225208,0.8002775775283664
CastMetal1,True,True,None,0.1,0,0.5772437051152486,0.6495722038526099,0.7239168279903159,0.5772437051152486,0.6495722038526099,0.761845187084298,0.6495722038526099,0.5772437051152486,0.6495722038526099,0.9185989369610881,0.8002775775283664,0.959047452805501,0.9185989369610881,0.8002775775283664,0.761845187084298,1.0,0.8786544524667613,0.8786544524667613,0.8786544524667613,0.9185989369610881,0.8786544524667613,0.8002775775283664,0.9185989369610881,0.9185989369610881,0.8392139993225208,0.8786544524667613,0.959047452805501,0.9185989369610881,0.8002775775283664,0.9185989369610881,0.9185989369610881,0.8002775775283664,0.8002775775283664,0.959047452805501,0.9185989369610881,0.8786544524667613,0.8392139993225208,0.9185989369610881,0.9185989369610881,0.8786544524667613,0.8002775775283664,0.8786544524667613,0.761845187084298,0.8392139993225208,0.8786544524667613
CastMetal1,True,False,0.1,0.1,0,0.761845187084298,0.6864925002464198,0.8002775775283664,0.7239168279903159,0.8392139993225208,0.8002775775283664,0.8786544524667613,0.7239168279903159,0.6864925002464198,0.6495722038526099,0.761845187084298,0.761845187084298,0.8002775775283664,0.761845187084298,0.8002775775283664,0.6131559388088862,0.6131559388088862,0.5418355027716971,0.5069313317782318,0.5772437051152486,0.5772437051152486,0.6495722038526099,0.43863508384155964,0.5418355027716971,0.761845187084298,0.959047452805501,0.8002775775283664,0.8002775775283664,0.8002775775283664,0.6131559388088862,0.761845187084298,0.6131559388088862,0.761845187084298,0.8392139993225208,0.6495722038526099,0.8002775775283664,0.8392139993225208,0.8002775775283664,0.6495722038526099,0.761845187084298,0.6131559388088862,0.5772437051152486,0.761845187084298,0.761845187084298,0.7239168279903159
CastMetal1,True,False,0.2,0.1,0,0.8002775775283664,0.8786544524667613,0.8392139993225208,0.8392139993225208,0.8786544524667613,0.9185989369610881,0.8786544524667613,0.8002775775283664,0.8392139993225208,0.8392139993225208,0.8392139993225208,0.9185989369610881,0.8786544524667613,0.8786544524667613,0.761845187084298,0.6864925002464198,0.8392139993225208,0.8786544524667613,0.8786544524667613,0.959047452805501,0.959047452805501,0.8392139993225208,0.7239168279903159,0.8786544524667613,0.8002775775283664,0.9185989369610881,0.8786544524667613,0.761845187084298,0.8392139993225208,1.0,0.8786544524667613,0.9185989369610881,0.8002775775283664,0.6495722038526099,0.8002775775283664,0.959047452805501,0.8392139993225208,0.761845187084298,0.9185989369610881,0.8786544524667613,0.7239168279903159,0.8786544524667613,0.8002775775283664,0.761845187084298,0.8392139993225208
CastMetal1,True,False,0.3,0.1,0,0.4725311921348527,0.8392139993225208,0.5772437051152486,0.9185989369610881,0.959047452805501,0.761845187084298,0.6131559388088862,0.761845187084298,0.6864925002464198,0.40524300689835274,0.4725311921348527,0.40524300689835274,0.43863508384155964,0.5418355027716971,0.5069313317782318,0.43863508384155964,0.5418355027716971,0.6131559388088862,0.9185989369610881,0.8786544524667613,0.8392139993225208,0.6864925002464198,0.8786544524667613,0.7239168279903159,0.5418355027716971,0.5418355027716971,0.6495722038526099,0.8786544524667613,0.7239168279903159,0.8786544524667613,0.959047452805501,0.761845187084298,0.6131559388088862,0.8002775775283664,0.6495722038526099,0.761845187084298,0.5772437051152486,0.761845187084298,0.6495722038526099,0.6864925002464198,0.8002775775283664,0.761845187084298,0.8002775775283664,0.8786544524667613,0.8392139993225208
CastMetal1,True,False,0.4,0.1,0,0.5418355027716971,0.5418355027716971,0.5772437051152486,0.8392139993225208,0.8392139993225208,0.5418355027716971,0.6864925002464198,0.4725311921348527,0.5772437051152486,0.6495722038526099,0.6131559388088862,0.5772437051152486,0.6131559388088862,0.8786544524667613,0.6864925002464198,0.6495722038526099,0.6131559388088862,0.8786544524667613,0.6864925002464198,0.5069313317782318,0.6131559388088862,0.5418355027716971,0.8786544524667613,0.9185989369610881,0.7239168279903159,0.5772437051152486,0.6131559388088862,0.6131559388088862,0.8002775775283664,0.959047452805501,0.761845187084298,0.5418355027716971,0.6495722038526099,0.6131559388088862,0.7239168279903159,0.6131559388088862,0.8002775775283664,0.43863508384155964,0.5418355027716971,0.7239168279903159,0.5418355027716971,0.6131559388088862,0.43863508384155964,0.5772437051152486,0.8392139993225208
CastMetal1,True,False,0.5,0.1,0,0.8786544524667613,0.761845187084298,0.8392139993225208,0.8786544524667613,0.8392139993225208,0.8002775775283664,1.0,0.7239168279903159,0.8002775775283664,0.8786544524667613,0.8002775775283664,0.959047452805501,0.8786544524667613,0.8392139993225208,0.8786544524667613,0.8392139993225208,0.8786544524667613,0.8392139993225208,0.8786544524667613,0.8786544524667613,0.8002775775283664,0.761845187084298,0.959047452805501,0.8786544524667613,0.8392139993225208,0.761845187084298,0.761845187084298,0.8392139993225208,0.8002775775283664,0.8002775775283664,0.8786544524667613,0.8786544524667613,0.8786544524667613,0.8392139993225208,0.9185989369610881,0.8392139993225208,0.8392139993225208,0.8786544524667613,0.8392139993225208,0.8002775775283664,0.8002775775283664,0.8786544524667613,0.7239168279903159,0.8002775775283664,0.8786544524667613
CastMetal1,True,False,0.6,0.1,0,0.8392139993225208,0.8392139993225208,0.959047452805501,0.9185989369610881,0.9185989369610881,0.959047452805501,0.8786544524667613,0.8786544524667613,0.8786544524667613,0.8786544524667613,0.8002775775283664,0.8392139993225208,0.8392139993225208,0.8002775775283664,0.7239168279903159,0.9185989369610881,0.9185989369610881,0.8002775775283664,0.8392139993225208,0.8392139993225208,0.8002775775283664,0.7239168279903159,0.8002775775283664,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.959047452805501,0.8786544524667613,0.8392139993225208,0.8392139993225208,0.959047452805501,0.9185989369610881,0.8786544524667613,0.8392139993225208,0.8786544524667613,0.9185989369610881,0.8786544524667613,0.8392139993225208,0.8786544524667613,0.9185989369610881,0.8392139993225208,0.8392139993225208,0.761845187084298,0.761845187084298,0.8786544524667613
CastMetal1,True,False,0.7,0.1,0,0.8002775775283664,0.9185989369610881,0.8392139993225208,0.8786544524667613,0.959047452805501,0.8786544524667613,0.959047452805501,0.8002775775283664,0.959047452805501,0.8002775775283664,0.959047452805501,0.8786544524667613,0.8002775775283664,0.7239168279903159,0.8392139993225208,0.959047452805501,0.8002775775283664,0.8002775775283664,0.8392139993225208,0.959047452805501,0.9185989369610881,0.9185989369610881,0.761845187084298,0.9185989369610881,0.8392139993225208,0.8002775775283664,0.761845187084298,0.8392139993225208,0.9185989369610881,0.8002775775283664,0.8786544524667613,0.761845187084298,0.9185989369610881,0.8786544524667613,0.8786544524667613,0.8786544524667613,0.959047452805501,0.8002775775283664,0.959047452805501,0.8392139993225208,0.6864925002464198,0.8392139993225208,0.8392139993225208,0.959047452805501,0.8002775775283664
CastMetal1,True,False,0.8,0.1,0,1.0,0.9185989369610881,0.959047452805501,0.8002775775283664,0.959047452805501,0.959047452805501,0.8392139993225208,0.9185989369610881,1.0,0.9185989369610881,0.959047452805501,0.8002775775283664,0.959047452805501,0.959047452805501,0.8392139993225208,0.9185989369610881,1.0,0.8786544524667613,0.8786544524667613,0.959047452805501,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.9185989369610881,0.761845187084298,0.9185989369610881,0.9185989369610881,0.8002775775283664,0.8786544524667613,0.959047452805501,0.8392139993225208,0.8392139993225208,0.959047452805501,0.8786544524667613,0.8002775775283664,0.959047452805501,0.8786544524667613,0.9185989369610881,0.959047452805501,0.8786544524667613,0.959047452805501,0.959047452805501,0.9185989369610881,0.8392139993225208,0.9185989369610881
